author,normalized_content,normalized_title
María Eugenia Caseiro,granizo verde derramado junto blancura pájaro hielo cielo nace hombre atento mueve pan nerviosamente lanza migas borra pregunta atado parque carámbano digan digan importe canario comprimido muerde crezcan retoños ausencia bisagra engrasada canta sol hizo viejo allá puntas esperando cayera palabra escaque justo ahora chorrea fractales mazmorra poniente ayer media naranja flecha puede ser luna mujer puerta perro laberinto pierde hijo fulgor hora hombres mueren madera pluma sacrificio ojo inquietud duele fósforo búsqueda pez buena mala suerte piedad labio ofrece color secreto nace oh dios nunca ocurra celebrar brazos alto arquero pesar espaldas convertidas allí fuego espera encuentre ritmo nuevo hacer polvo amontonado días rayos relucientes flores chorrean sonrisa anime salir hojas noche mueve perfil muebles luna presagia desembarcos cuerpo sideral respira boca amor pierde váyase usted amargo sol forma rascarnos duele vidas pasado chocan labios van darnos vida muerte hijos sed desesperados tragan cortinas deshojan alguna margarita nazcan violines rumiándole oído isla islas sola cáliz arena domingo,domingo
Pablo Neruda,adiós conmigo irás adentro gota sangre circule venas beso abrasa rostro cinturón fuego cintura dulce recibe gran amor salió vida encontraba territorio explorador perdido islas pan miel encontré después tormenta lluvia lavó aire agua dulces pies brillaron peces adorada voy combates arañaré tierra hacerte cueva allí capitán esperará flores lecho pienses dulce tormento pasó rayo fósforo dejándonos tal vez quemadura paz llegó regreso luchar tierra corazón completo parte sangre diste siempre llevo manos llenas ser desnudo mírame mírame mírame mar voy radiante mírame noche navego mar noche ojos salido alejo ahora voy contarte tierra voy conquistarla sólo dártela sino pueblo saldrá ladrón torre algún día invasor expulsado frutos vida crecerán manos acostumbrados pólvora sabré acariciar nuevas flores enseñaste ternura dulce adorada vendrás conmigo luchar cuerpo cuerpo corazón viven besos banderas rojas si caigo sólo cubrirá tierra sino gran amor trajiste vivió circulando sangre vendrás conmigo hora espero hora todas horas todas horas espero venga tristeza odio golpear puerta dile espero soledad quiera cambies sortija nombre escrito dile soledad hable conmigo debí marcharme soldado allí bajo lluvia bajo fuego amor espero espero desierto duro junto limonero florecido todas partes vida primavera naciendo amor espero digan hombre quiere recuerda pies solos noche buscan dulces pequeños pies adoro amor digan olvidé aun dice diga creas quién cómo podrían cortarte pecho quién recibiría sangre hacia desangrando tampoco puedo olvidar pueblo voy luchar cada calle detrás cada piedra amor ayuda flor cerrada cada vez llena aroma abre pronto dentro gran estrella amor noche agua negra mundo dormido rodean vendrá luego aurora mientras escribo decirte amo decirte amo cuida limpia levanta defiende amor alma dejo si dejara puñado tierra semillas amor nacerán vidas amor beberán agua tal vez llegará día hombre mujer iguales tocarán amor aún fuerza quemar manos toquen quiénes importa tocarán fuego fuego dulce dirá simple nombre nombre sola supiste sola tierra sabes quién nadie conoció sola manos nadie supo cómo cuándo corazón ardiendo tan sólo grandes ojos pardos supieron ancha boca piel pechos vientre entrañas alma desperté quedara cantando fin vida amor espero adiós amor espero amor amor espero así carta termina ninguna tristeza firmes pies tierra mano escribe carta camino medio vida siempre junto amigo frente enemigo nombre boca beso jamás apartó,carta camino
Alejandra Pizarnik,venido invaden sangre huelen plumas carencia llanto alimentas miedo soledad dos animales pequeños perdidos desierto venido incendiar edad sueño adiós vida abrazas serpiente loca movimiento sólo halla misma nadie lloras debajo llanto abres cofre deseos rica noche hace tanta soledad palabras suicidan,hijas viento
Ángeles Carbajal,saber vuelto miras tarde soleada misma enredadera verde flores junto muro verja hierro carcomido amarillo pálido pared gastada vuelto si todavía bajo antiguo hechizo si parecieras todavía tiempo minuciosa eternidad corazón alborozado huésped vida sabía hoy sabe arrastrando hojarasca años pisados errores cansancio dolor páginas ciegas vuelto descubrir cuánto dura creías eterno encontrar raro consuelo soñar siquiera existes orilla tarde perfecta,volver
Marilina Rébora,sido nunca linda tal vez quise ser alta piel hombros acentúa morena decir claro verdad resalta tampoco espalda ser azucena grandes ojos ahora aún falta gracioso caer ondulada melena tampoco rosa reanima esmalta mejillas labios tono verbena dice subyuga manso acento puede fuer cauto alcance ser ternura eco susurrante jardín bajo viento describiese justeza traza verá cómo responde toda arquitectura tobillo delgado mujer raza,físico
Miguel Hernández,trenes poseídos pasión errante carbón hierro provoca mueve tensos aeroplanos plumaje tajante recorro nación trabajo nieve extensión rusia tiernas ventanas sale voz profunda máquinas manos indica mujeres aquí hermanas prorrumpe hombres hermanos basta mirar cubre verdad mirada basta escuchar retumba sangre orejas cada aliento sale ardiente bocanada tantos corazones unidos parejas ah compañero stalin pueblo mendigos hecho pueblo hombres sacuden frente cárcel ahuyentan prodigan trigos inmenso esfuerzo cabe inmensamente hombres apenas vivir atrevían boca amarrada sueño esclavizado cuerpos andaban vacilaban crujían masa férreo volumen forjado forjado especie mineral sencillo observa conducta metal valioso perfecciona motor señala martillo hélice salud dedo orgulloso polvo zares reales bandidos rusia nevada hambre dolor cautiverios ayer hijos iban muerte vencidos hoy proclaman vida hunden cementerios ayer iban ríos derritiendo hielos quemados sangre trabajadores hoy descubren industrias maquinarias anhelos cantan rodeados fábricas flores ancianos lentos llevan huella zar hombros interrumpen paso desplumar alegres alta barba estrella fulgor remoza ocaso chozas convierten casas granito corazón queda desnudo verdades visión real inaudito brotan bandadas ciudades juventud rusia esgrime agiganta arma afilada rinocerontes metalurgia suena dichosa garganta vibran martillos pie montes inagotables vacas oro yacente ordeñan mineros montes urales rusia edifica mundo feliz trasparente hombres llenos impulsos fraternales hoy patria clavan bayonetas legiones malparidas torpe entraña girasoles rusos ciegos planetas hacen girar rostro rayos hacia españa aquí rusia entera vestida soldado protegiendo niños anhela trilita italia alemania bajo sueño sagrado vientre mismo madre quita dormitorios niños españoles zarpazos inocencia arrojan madrid valencia mussolini hitler dos mariconazos vida destruyen manchados inocencia frágiles dormitorios sol luz clara sangrienta repente erizada astillas si dormitorio deshecho arrojara dos cabezas cuatro mejillas arrojará advierte tumba viva lenin pie mármol voz bronce quieto mientras contempla inmóvil agua constructiva fluye forma humana detrás esqueleto rusia españa unidas fuerzas hermanas fuerza cierre fauces guerra sólo verá tractores manzanas panes juventud tierra,rusia
Amado Nervo,aquella tarde alameda loca amor dulce idolatrada ofreció eglantina boca buda basalto sonreía vino después hechizos robó dile cita umbría trocamos epístolas rizos buda basalto sonreía hoy hace año amor perdido sitio vuelvo rendido tras largo caminar trepo alto zócalo símbolo reposa derrotado sangriento muere día brazos buda basalto sorprende luna misteriosa,buda basalto sonreía
Luis de Góngora,después cristal dilata orla dauro márgenes soto cuyas plantas genil besa devoto genil nieves desata corrientes cada trata escuche antípoda remoto culto seno minas roto oro dauro preste genil plata pues rojas flores coronado nobles españa ser rojas bellas mundo ser flores rayos dulces mil sol templado mirto peina laurel hojas monte musas jardín amores,poeta pedro soto rojas
Federico García Lorca,oye hijo silencio silencio ondulado silencio resbalan valles ecos inclina frentes hacia suelo,silencio
Delfina Acosta,ojos dos secretos observan mas dolor éste frente tan pálida parece algún lunar si astros pocos si muerte echó puerta si hojas secas viento malo rato convierten si cruje paisaje van muertos busca gotas fiebre sé adentro horrorizada conciencia aferras suerte abrazas fuertemente existencia sé hacer contigo pues dueles dolor pausa pregunta tarde cae fría terrestre nombre lloran pájaros azules melancolía deja morderme,conciencia
Vicente García,sincero homenaje exige muerte poeta deja tan joven hagámosle brille epitafio aquel cuyo nombre escribió agua quemad todas ropas papeles demás arrancad ventanas rascad paredes casa maldita tuberculosis aleje vuelva venir poeta,día muerte
Dulce María Loynaz,espejo colgado pared veces miro pasada estanque muerto traído casa cadáver estanque espejo agua inmóvil rígida guarda dentro colores todavía remembranzas sol sombra filos horizontes movibles vida arde pasa derredor vuelve quema nunca vaga reminiscencia cuajó vidrio puede volverse lejana tierra arrancaron estanque aún blancas luna jazmín aún temblorosas lluvias pájaros aguas agua amansada muerte fantasma agua viva brillara día libre mundo tibia soleada abierta viento alegre hacía bailar baila agua copiará soles cada día apenas si alcanza rayo mustio filtra ventana frío helaron tiempo estanque vertical derramas chorro alfombra vuelcas sala paisajes remotos luz espectral agua gris cristalizada espejo veces tan lejana vi miedo quedarme allí dentro siempredespegada misma perdida légamo ceniza estrellas apagadas,espejo
Federico García Lorca,arqueros oscuros sevilla acercan guadalquivir abierto anchos sombreros grises largas capas lentas ay guadalquivir vienen remotos países pena guadalquivir abierto van laberinto amor cristal piedra ay guadalquivir,arqueros
Pablo Neruda,pura sol noche caída triunfal desmedida órbita blanco pecho pan alto clima corona árboles negros bienamada nariz animal solitario oveja salvaje huele sombra precipitada fuga titánica ahora armas espléndidas manos digna pala hueso lirio uñas puesto rostro arriendo alma situados justo fuerza terrestre pura mirada nocturna influencia caída ojos oscuros feroz acicate simétrica estatua piernas gemelas sube hacia estrellas húmedas cada mañana boca exilio muerde carne uva brazos varón pecho tatuado penetra vello ala estaño cara blanca hecha profundidad sol pelo hecho ritos minerales negros frente penetrante golpe camino piel hijo maduro destinado arado ojos sal ávida matrimonio rápido lengua amiga blanda dique buque dientes horario blanco equidad sistemática piel hace frente vacío hielos espalda torna vuela párpados repliega profundo estimulo crece hacia rosas dedos mentón hueso pies riqueza mes estrella beso fijo estructura ala comienzos otoño niña partidaria amorosa luz hace lecho bajo grandes párpados dorados bueyes paloma redonda hace nidos blancos frecuentemente hecha ola lingotes tenazas blancas salud manzana furiosa estira límite tonel temblador escucha estómago manos hijas harina cielo parecida largo beso sacudida fija parece nutrirte empuje brasa bandera revuelta va latiendo dominios subiendo temblando entonces cabeza adelgaza cabellos forma guerrera círculo seco desploma súbito hilos lineales filos espadas herencias humo,juntos
